license_plate,price,make,mileage,year,fuel_type,transmission,body_type,engine_size,car_tier,engine_tier,year_band
NX12LSK,3990.0,VOLKSWAGEN,42000.0,2012.0,Petrol,Manual,Hatchback,1.0,T2,0-1L,2010-2014
DA15WFV,12790.0,VOLKSWAGEN,29000.0,2015.0,Diesel,Manual,Hatchback,2.0,T2,1-2L,2015-2019
PF13HYV,7895.0,VOLKSWAGEN,94600.0,2013.0,Diesel,Manual,Suv,2.0,T2,1-2L,2010-2014
HD66CVU,11700.0,VOLKSWAGEN,88710.0,2016.0,Diesel,Automatic,Hatchback,2.0,T2,1-2L,2015-2019
PY14DZF,5995.0,VOLKSWAGEN,28491.0,2014.0,Petrol,Manual,Hatchback,1.0,T2,0-1L,2010-2014
LR65XBA,14295.0,VOLKSWAGEN,35693.0,2015.0,Diesel,Automatic,Suv,2.0,T2,1-2L,2015-2019
VK62YCY,10970.0,VOLKSWAGEN,46000.0,2012.0,Diesel,Automatic,Suv,2.0,T2,1-2L,2010-2014
NX60EOZ,5495.0,VOLKSWAGEN,107925.0,2010.0,Diesel,Manual,Hatchback,2.0,T2,1-2L,2010-2014
ML14AVC,10348.0,VOLKSWAGEN,50000.0,2014.0,Diesel,Manual,Suv,2.0,T2,1-2L,2010-2014
AO17OTN,24995.0,VOLKSWAGEN,52650.0,2017.0,Diesel,Automatic,Suv,3.0,T2,2-3L,2015-2019
HF65OHA,12995.0,VOLKSWAGEN,43000.0,2015.0,Petrol,Automatic,Hatchback,1.8,T2,1-2L,2015-2019
KM70EBD,36495.0,VOLKSWAGEN,3323.0,2020.0,Diesel,Automatic,Suv,2.0,T2,1-2L,>2020
KN56NNV,1989.0,VOLKSWAGEN,89000.0,2006.0,Petrol,Manual,Hatchback,1.6,T2,1-2L,<2010
NV18JTO,9990.0,VOLKSWAGEN,28000.0,2018.0,Petrol,Manual,Hatchback,1.0,T2,0-1L,2015-2019
YO15ZKJ,7490.0,VOLKSWAGEN,23000.0,2015.0,Petrol,Manual,Hatchback,1.0,T2,0-1L,2015-2019
FT60KJV,5990.0,VOLKSWAGEN,23500.0,2011.0,Petrol,Manual,Hatchback,1.2,T2,1-2L,2010-2014
MA15YWS,6979.0,VOLKSWAGEN,65090.0,2015.0,Petrol,Manual,Hatchback,1.2,T2,1-2L,2015-2019
MJ11LDZ,3500.0,VOLKSWAGEN,99000.0,2011.0,Petrol,Manual,Hatchback,1.4,T2,1-2L,2010-2014
WM15FXH,7490.0,VOLKSWAGEN,43000.0,2015.0,Petrol,Automatic,Hatchback,1.2,T2,1-2L,2015-2019
BF55YXS,1995.0,VOLKSWAGEN,110000.0,2006.0,Petrol,Automatic,Hatchback,1.4,T2,1-2L,<2010
GM65OVH,8984.0,VOLKSWAGEN,64048.0,2015.0,Diesel,Manual,Estate,1.6,T2,1-2L,2015-2019
NV14DMX,5995.0,VOLKSWAGEN,64329.0,2014.0,Diesel,Manual,Hatchback,1.2,T2,1-2L,2010-2014
GU02GWZ,1195.0,VOLKSWAGEN,68000.0,2002.0,Petrol,Manual,Hatchback,1.4,T2,1-2L,<2010
NL62NYS,4700.0,VOLKSWAGEN,77000.0,2012.0,Petrol,Manual,Hatchback,1.2,T2,1-2L,2010-2014
LB12VFR,4890.0,VOLKSWAGEN,94000.0,2012.0,Diesel,Automatic,Saloon,1.6,T2,1-2L,2010-2014
PF59WDD,3890.0,VOLKSWAGEN,75000.0,2009.0,Petrol,Manual,Saloon,1.8,T2,1-2L,<2010
KX58XSK,4295.0,VOLKSWAGEN,63300.0,2008.0,Petrol,Manual,Convertible,1.4,T2,1-2L,<2010
AK63YSU,8250.0,VOLKSWAGEN,47864.0,2014.0,Diesel,Automatic,Hatchback,1.6,T2,1-2L,2010-2014
KR18VFB,20500.0,VOLKSWAGEN,30830.0,2018.0,Diesel,Automatic,Hatchback,2.0,T2,1-2L,2015-2019
CV61DHZ,3590.0,VOLKSWAGEN,26000.0,2011.0,Petrol,Manual,Hatchback,1.2,T2,1-2L,2010-2014
WG63XZJ,7400.0,VOLKSWAGEN,58750.0,2013.0,Diesel,Manual,Hatchback,1.6,T2,1-2L,2010-2014
YE61RLY,2495.0,VOLKSWAGEN,110000.0,2011.0,Diesel,Manual,Hatchback,1.6,T2,1-2L,2010-2014
SM67UUO,22995.0,VOLKSWAGEN,27000.0,2018.0,Hybrid,Automatic,Estate,1.4,T2,1-2L,2015-2019
MA64CVY,10995.0,VOLKSWAGEN,58167.0,2014.0,Diesel,Automatic,Hatchback,2.0,T2,1-2L,2010-2014
VO65TZF,10950.0,VOLKSWAGEN,73192.0,2015.0,Diesel,Manual,Hatchback,2.0,T2,1-2L,2015-2019
CN14OSL,10995.0,VOLKSWAGEN,90000.0,2014.0,Diesel,Manual,Hatchback,2.0,T2,1-2L,2010-2014
SL60RZZ,3400.0,VOLKSWAGEN,105505.0,2010.0,Petrol,Manual,Hatchback,1.4,T2,1-2L,2010-2014
KM70UJH,24895.0,VOLKSWAGEN,3644.0,2020.0,Diesel,Automatic,Hatchback,2.0,T2,1-2L,>2020
BT67WUR,14850.0,VOLKSWAGEN,37000.0,2017.0,Petrol,Manual,Hatchback,1.5,T2,1-2L,2015-2019
CF14FHJ,9250.0,VOLKSWAGEN,64987.0,2014.0,Petrol,Automatic,Hatchback,1.4,T2,1-2L,2010-2014
MK18SZJ,24995.0,VOLKSWAGEN,33000.0,2018.0,Petrol,Automatic,Estate,2.0,T2,1-2L,2015-2019
ST06EHR,5995.0,VOLKSWAGEN,77572.0,2006.0,Petrol,Manual,Hatchback,2.0,T2,1-2L,<2010
YL69LUW,17280.0,VOLKSWAGEN,10096.0,2020.0,Petrol,Manual,Hatchback,1.5,T2,1-2L,>2020
GL61BMZ,4995.0,VAUXHALL,50411.0,2012.0,Diesel,Manual,Coupe,2.0,T3,1-2L,2010-2014
NV11SZD,4290.0,VOLKSWAGEN,109000.0,2011.0,Petrol,Manual,Hatchback,1.4,T2,1-2L,2010-2014
GJ17ANU,6495.0,VAUXHALL,17160.0,2017.0,Petrol,Manual,Hatchback,1.0,T3,0-1L,2015-2019
DA18UNJ,10180.0,VAUXHALL,48818.0,2018.0,Diesel,Manual,Suv,1.6,T3,1-2L,2015-2019
MO54GYR,21995.0,VOLKSWAGEN,43000.0,2015.0,Petrol,Automatic,Hatchback,2.0,T2,1-2L,2015-2019
YO18BOU,13650.0,VAUXHALL,11067.0,2018.0,Petrol,Manual,Suv,1.2,T3,1-2L,2015-2019
KP70BYC,24895.0,VOLKSWAGEN,2247.0,2020.0,Diesel,Automatic,Hatchback,2.0,T2,1-2L,>2020
FV62FVT,6399.0,VOLKSWAGEN,51233.0,2012.0,Petrol,Automatic,Hatchback,1.4,T2,1-2L,2010-2014
NK67GHA,17495.0,VOLKSWAGEN,56000.0,2018.0,Diesel,Automatic,Mpv,2.0,T2,1-2L,2015-2019
LO64LOD,7490.0,VAUXHALL,49000.0,2015.0,Petrol,Automatic,Hatchback,1.4,T3,1-2L,2015-2019
EU14RMV,5295.0,VAUXHALL,32000.0,2014.0,Petrol,Manual,Hatchback,1.2,T3,1-2L,2010-2014
FG63UVL,4595.0,VAUXHALL,80000.0,2013.0,Diesel,Manual,Hatchback,2.0,T3,1-2L,2010-2014
FH12EKP,2995.0,VAUXHALL,107149.0,2012.0,Diesel,Manual,Hatchback,2.0,T3,1-2L,2010-2014
DN11OMJ,4195.0,VAUXHALL,67000.0,2011.0,Diesel,Automatic,Hatchback,2.0,T3,1-2L,2010-2014
WV63TZO,8499.0,VAUXHALL,44000.0,2013.0,Diesel,Manual,Convertible,2.0,T3,1-2L,2010-2014
VU10NFN,3490.0,VAUXHALL,98000.0,2010.0,Diesel,Manual,Hatchback,2.0,T3,1-2L,2010-2014
BJ61KYG,1790.0,VAUXHALL,106000.0,2012.0,Petrol,Manual,Hatchback,1.8,T3,1-2L,2010-2014
YR08ZKA,3495.0,VAUXHALL,48000.0,2008.0,Petrol,Manual,Mpv,1.6,T3,1-2L,<2010
SC63ORK,4295.0,VAUXHALL,88000.0,2014.0,Petrol,Manual,Hatchback,1.2,T3,1-2L,2010-2014
KU65NTL,7190.0,VAUXHALL,73000.0,2015.0,Diesel,Manual,Hatchback,1.6,T3,1-2L,2015-2019
WR59NBY,2999.0,VAUXHALL,73400.0,2009.0,Petrol,Manual,Mpv,1.8,T3,1-2L,<2010
MJ62HLH,4799.0,VAUXHALL,60810.0,2012.0,Petrol,Manual,Mpv,1.6,T3,1-2L,2010-2014
BD62SWN,3495.0,VAUXHALL,61000.0,2012.0,Petrol,Manual,Hatchback,1.4,T3,1-2L,2010-2014
VN64ERV,7490.0,VAUXHALL,53000.0,2014.0,Petrol,Manual,Mpv,1.4,T3,1-2L,2010-2014
WO17XEW,10990.0,VAUXHALL,32000.0,2017.0,Petrol,Manual,Mpv,1.4,T3,1-2L,2015-2019
BG13GVY,3295.0,VAUXHALL,56000.0,2013.0,Petrol,Manual,Mpv,1.4,T3,1-2L,2010-2014
GF60ECN,2890.0,VAUXHALL,88000.0,2010.0,Diesel,Manual,Mpv,1.7,T3,1-2L,2010-2014
BP12CYW,3490.0,VAUXHALL,52860.0,2012.0,Petrol,Manual,Hatchback,1.2,T3,1-2L,2010-2014
RE59JXT,1999.0,VAUXHALL,106000.0,2009.0,Petrol,Automatic,Hatchback,1.4,T3,1-2L,<2010
NX15VXM,5350.0,VAUXHALL,54007.0,2015.0,Petrol,Manual,Hatchback,1.0,T3,0-1L,2015-2019
AK62RUU,2990.0,VAUXHALL,84000.0,2012.0,Petrol,Manual,Hatchback,1.4,T3,1-2L,2010-2014
YE68ELU,8975.0,VAUXHALL,19000.0,2018.0,Petrol,Manual,Hatchback,1.4,T3,1-2L,2015-2019
CK61NPU,5495.0,VAUXHALL,27000.0,2011.0,Petrol,Automatic,Hatchback,1.4,T3,1-2L,2010-2014
HF16JHX,5995.0,VAUXHALL,56000.0,2016.0,Petrol,Manual,Hatchback,1.4,T3,1-2L,2015-2019
YE14UHB,5500.0,VAUXHALL,43600.0,2014.0,Petrol,Manual,Hatchback,1.2,T3,1-2L,2010-2014
BL65WLX,5489.0,VAUXHALL,25000.0,2015.0,Petrol,Manual,Hatchback,1.2,T3,1-2L,2015-2019
ND02EWX,750.0,VAUXHALL,53000.0,2002.0,Petrol,Manual,Hatchback,1.2,T3,1-2L,<2010
SE64RXS,4190.0,VAUXHALL,71000.0,2015.0,Petrol,Manual,Hatchback,1.4,T3,1-2L,2015-2019
DU62OSX,2790.0,VAUXHALL,85000.0,2012.0,Petrol,Manual,Hatchback,1.2,T3,1-2L,2010-2014
DA12UAM,2495.0,VAUXHALL,89000.0,2012.0,Petrol,Manual,Hatchback,1.2,T3,1-2L,2010-2014
HN06EFA,1695.0,VAUXHALL,96000.0,2006.0,Petrol,Manual,Hatchback,1.6,T3,1-2L,<2010
YP09TCY,1499.0,VAUXHALL,62540.0,2009.0,Petrol,Manual,Hatchback,1.0,T3,0-1L,<2010
DU59WJD,1790.0,VAUXHALL,86000.0,2009.0,Petrol,Manual,Hatchback,1.4,T3,1-2L,<2010
SH11LBX,2495.0,VAUXHALL,96000.0,2011.0,Petrol,Manual,Hatchback,1.4,T3,1-2L,2010-2014
SM59HLZ,2999.0,VAUXHALL,31000.0,2009.0,Petrol,Manual,Hatchback,1.2,T3,1-2L,<2010
SG09TFO,1590.0,VAUXHALL,97000.0,2009.0,Petrol,Manual,Hatchback,1.2,T3,1-2L,<2010
LL12YBD,3480.0,VAUXHALL,83000.0,2012.0,Diesel,Manual,Hatchback,2.0,T3,1-2L,2010-2014
RF10VFV,4990.0,VAUXHALL,26000.0,2010.0,Diesel,Manual,Hatchback,1.7,T3,1-2L,2010-2014
OY09YKZ,2000.0,VAUXHALL,77000.0,2009.0,Petrol,Manual,Convertible,1.8,T3,1-2L,<2010
HG59DUH,1795.0,VAUXHALL,142500.0,2009.0,Diesel,Manual,Convertible,1.9,T3,1-2L,<2010
AV08NWD,995.0,VAUXHALL,98000.0,2008.0,Petrol,Manual,Hatchback,1.4,T3,1-2L,<2010
HD09CPN,2995.0,TOYOTA,79000.0,2009.0,Petrol,Manual,Hatchback,1.3,T3,1-2L,<2010
HY13VMJ,5995.0,VAUXHALL,29000.0,2013.0,Petrol,Manual,Hatchback,1.4,T3,1-2L,2010-2014
LN11OHA,3490.0,VAUXHALL,71000.0,2011.0,Petrol,Manual,Hatchback,1.6,T3,1-2L,2010-2014
YW64FFD,9995.0,VAUXHALL,72000.0,2014.0,Petrol,Manual,Hatchback,2.0,T3,1-2L,2010-2014
GL58EJD,2390.0,TOYOTA,91200.0,2009.0,Petrol,Manual,Hatchback,1.3,T3,1-2L,<2010
FV12KNJ,3895.0,TOYOTA,64335.0,2012.0,Petrol,Manual,Hatchback,1.0,T3,0-1L,2010-2014
YT06SXH,4490.0,TOYOTA,73000.0,2006.0,Petrol,Manual,Suv,2.0,T3,1-2L,<2010
FL69SLV,20290.0,TOYOTA,27000.0,2020.0,Hybrid,Automatic,Mpv,1.8,T3,1-2L,>2020
HJ07ZVX,2400.0,TOYOTA,92000.0,2007.0,Petrol,Automatic,Hatchback,1.3,T3,1-2L,<2010
BX16WBG,7995.0,VAUXHALL,60000.0,2016.0,Diesel,Automatic,Hatchback,1.6,T3,1-2L,2015-2019
MK16HRX,6890.0,VAUXHALL,77000.0,2016.0,Diesel,Manual,Hatchback,1.6,T3,1-2L,2015-2019
LF52WRV,1549.0,TOYOTA,92909.0,2002.0,Petrol,Automatic,Hatchback,1.3,T3,1-2L,<2010
GR06SPZ,4990.0,TOYOTA,52000.0,2006.0,Petrol,Manual,Suv,2.0,T3,1-2L,<2010
YS16MRO,5750.0,TOYOTA,43000.0,2016.0,Petrol,Manual,Hatchback,1.0,T3,0-1L,2015-2019
VN65AZD,6950.0,TOYOTA,85000.0,2015.0,Diesel,Manual,Estate,1.6,T3,1-2L,2015-2019
SW08FRU,1995.0,TOYOTA,73000.0,2008.0,Petrol,Manual,Hatchback,1.4,T3,1-2L,<2010
GM67MKD,15990.0,SUZUKI,29000.0,2017.0,Petrol,Automatic,Suv,1.6,T3,1-2L,2015-2019
KP15ZMU,6495.0,SMART,32889.0,2015.0,Petrol,Manual,Hatchback,0.9,T3,0-1L,2015-2019
DC54FRV,999.0,SUBARU,148000.0,2005.0,Petrol,Manual,Estate,2.5,T2,2-3L,<2010
PE57WLP,1495.0,TOYOTA,128000.0,2007.0,Diesel,Manual,Mpv,2.2,T3,2-3L,<2010
KV60HCX,2595.0,SUZUKI,89900.0,2010.0,Petrol,Manual,Hatchback,1.2,T3,1-2L,2010-2014
YR10CDF,2695.0,SUZUKI,46000.0,2010.0,Petrol,Manual,Hatchback,1.0,T3,0-1L,2010-2014
YL16EXE,11750.0,SSANGYONG,47083.0,2016.0,Diesel,Automatic,Mpv,2.2,T3,2-3L,2015-2019
SE65PEO,6979.0,SKODA,87109.0,2016.0,Diesel,Manual,Estate,1.6,T3,1-2L,2015-2019
YF61AUC,4995.0,SUZUKI,41000.0,2011.0,Petrol,Automatic,Hatchback,1.6,T3,1-2L,2010-2014
GJ62DHC,5999.0,SKODA,68000.0,2012.0,Petrol,Automatic,Hatchback,1.4,T3,1-2L,2010-2014
SO60EBD,3499.0,SMART,61922.0,2011.0,Diesel,Automatic,Coupe,0.8,T3,0-1L,2010-2014
YG19YPE,12495.0,SEAT,21543.0,2019.0,Petrol,Manual,Hatchback,1.0,T3,0-1L,2015-2019
EO14WUW,6000.0,SEAT,85540.0,2014.0,Petrol,Manual,Hatchback,1.2,T3,1-2L,2010-2014
SB14HTP,3995.0,SKODA,52500.0,2014.0,Petrol,Manual,Hatchback,1.2,T3,1-2L,2010-2014
EK09OVW,4290.0,SKODA,55400.0,2009.0,Diesel,Manual,Hatchback,1.9,T3,1-2L,<2010
DA15PXO,3995.0,SKODA,112431.0,2015.0,Petrol,Manual,Mpv,1.2,T3,1-2L,2015-2019
OU65NLA,7500.0,SKODA,94620.0,2015.0,Diesel,Manual,Estate,2.0,T3,1-2L,2015-2019
HF64VVP,6495.0,SEAT,63905.0,2014.0,Petrol,Manual,Hatchback,1.4,T3,1-2L,2010-2014
BP67OZT,11180.0,SEAT,30005.0,2018.0,Petrol,Manual,Hatchback,1.4,T3,1-2L,2015-2019
YR09UZA,2491.0,SEAT,76000.0,2009.0,Petrol,Manual,Hatchback,1.4,T3,1-2L,<2010
HN65WDT,7495.0,SEAT,45000.0,2016.0,Petrol,Manual,Hatchback,1.2,T3,1-2L,2015-2019
EA65PVX,10500.0,RENAULT,20570.0,2015.0,Petrol,Manual,Suv,1.2,T2,1-2L,2015-2019
WV60EWL,4500.0,SEAT,43500.0,2010.0,Petrol,Manual,Hatchback,1.4,T3,1-2L,2010-2014
KN13EHS,3680.0,SEAT,84000.0,2013.0,Petrol,Manual,Hatchback,1.4,T3,1-2L,2010-2014
WJ11TTE,4390.0,SEAT,67000.0,2011.0,Diesel,Manual,Mpv,1.6,T3,1-2L,2010-2014
CV18GRU,11990.0,RENAULT,15000.0,2018.0,Diesel,Automatic,Suv,1.5,T2,1-2L,2015-2019
LO14SYH,7995.0,RENAULT,56000.0,2014.0,Diesel,Automatic,Suv,1.5,T2,1-2L,2010-2014
CS66GTS,46000.0,PORSCHE,38177.0,2016.0,Petrol,Automatic,Suv,3.0,T1,2-3L,2015-2019
HN08MXZ,2400.0,RENAULT,44655.0,2008.0,Diesel,Manual,Hatchback,1.5,T2,1-2L,<2010
FL59WLB,1850.0,RENAULT,88000.0,2009.0,Diesel,Automatic,Mpv,1.5,T2,1-2L,<2010
SJZ9478,6950.0,RENAULT,33881.0,2011.0,Petrol,Automatic,Mpv,1.6,T2,1-2L,2010-2014
DG17XKP,37500.0,PORSCHE,68443.0,2017.0,Diesel,Automatic,Suv,4.1,T1,>3L,2015-2019
DG18HHN,8295.0,PEUGEOT,10000.0,2018.0,Petrol,Automatic,Hatchback,1.0,T1,0-1L,2015-2019
FN61ZST,6890.0,RENAULT,58000.0,2012.0,Petrol,Automatic,Mpv,1.6,T2,1-2L,2010-2014
SB17DXJ,9480.0,RENAULT,12766.0,2017.0,Petrol,Manual,Suv,0.9,T2,0-1L,2015-2019
VN19UEX,54000.0,PORSCHE,8269.0,2019.0,Petrol,Automatic,Suv,2.0,T1,1-2L,2015-2019
BK13XZO,3495.0,PEUGEOT,113000.0,2013.0,Diesel,Manual,Suv,1.6,T1,1-2L,2010-2014
WK64VKG,5990.0,PEUGEOT,37000.0,2014.0,Petrol,Manual,Hatchback,1.2,T1,1-2L,2010-2014
KM63RYV,4989.0,PEUGEOT,51000.0,2013.0,Petrol,Manual,Hatchback,1.2,T1,1-2L,2010-2014
MJ17EDR,9950.0,PEUGEOT,22054.0,2017.0,Diesel,Manual,Suv,1.6,T1,1-2L,2015-2019
RV14PKX,6495.0,PEUGEOT,49374.0,2014.0,Petrol,Manual,Hatchback,1.6,T1,1-2L,2010-2014
HK60OPZ,4490.0,PEUGEOT,35000.0,2011.0,Petrol,Manual,Suv,1.6,T1,1-2L,2010-2014
CF65CGO,3995.0,PEUGEOT,117500.0,2016.0,Petrol,Manual,Hatchback,1.2,T1,1-2L,2015-2019
DF62EXS,3995.0,PEUGEOT,43000.0,2012.0,Petrol,Manual,Hatchback,1.2,T1,1-2L,2010-2014
GJ66HGA,7595.0,PEUGEOT,40915.0,2016.0,Diesel,Manual,Hatchback,1.6,T1,1-2L,2015-2019
KP65FLN,5295.0,PEUGEOT,59417.0,2015.0,Diesel,Manual,Hatchback,1.6,T1,1-2L,2015-2019
NX61GHJ,4290.0,PEUGEOT,68000.0,2011.0,Petrol,Manual,Hatchback,1.6,T1,1-2L,2010-2014
CY58EBJ,2195.0,PEUGEOT,39000.0,2008.0,Petrol,Manual,Hatchback,1.6,T1,1-2L,<2010
RJ07FWS,1250.0,PEUGEOT,85331.0,2007.0,Petrol,Manual,Hatchback,1.4,T1,1-2L,<2010
PF64AOM,4500.0,PEUGEOT,60241.0,2015.0,Petrol,Manual,Hatchback,1.2,T1,1-2L,2015-2019
BF65HPC,7990.0,PEUGEOT,41000.0,2015.0,Petrol,Manual,Hatchback,1.2,T1,1-2L,2015-2019
GY09FXM,2495.0,PEUGEOT,72000.0,2009.0,Petrol,Manual,Convertible,1.6,T1,1-2L,<2010
PJ15XVV,8795.0,NISSAN,22923.0,2015.0,Petrol,Manual,Suv,1.2,T3,1-2L,2015-2019
MM14OFY,8595.0,NISSAN,34000.0,2014.0,Petrol,Automatic,Suv,1.6,T3,1-2L,2010-2014
VN11YBV,4795.0,NISSAN,88000.0,2011.0,Petrol,Manual,Suv,1.6,T3,1-2L,2010-2014
BC14AYO,6500.0,NISSAN,63370.0,2014.0,Diesel,Manual,Suv,1.5,T3,1-2L,2010-2014
ST14AVB,6995.0,NISSAN,62846.0,2014.0,Petrol,Automatic,Suv,1.6,T3,1-2L,2010-2014
NU12AZN,1995.0,NISSAN,64000.0,2012.0,Petrol,Manual,Hatchback,1.0,T3,0-1L,2010-2014
LV14UUE,3995.0,PEUGEOT,32000.0,2014.0,Petrol,Manual,Hatchback,1.0,T1,0-1L,2010-2014
VO64AUR,7250.0,NISSAN,41699.0,2014.0,Diesel,Manual,Suv,1.5,T3,1-2L,2010-2014
DE13JZP,7290.0,NISSAN,84000.0,2013.0,Petrol,Automatic,Suv,1.6,T3,1-2L,2010-2014
LL64WPE,7800.0,NISSAN,94890.0,2014.0,Petrol,Manual,Suv,1.2,T3,1-2L,2010-2014
VN65LVO,13490.0,NISSAN,30000.0,2015.0,Petrol,Automatic,Suv,1.2,T3,1-2L,2015-2019
YA12LUH,6888.0,NISSAN,53000.0,2012.0,Petrol,Manual,Suv,1.6,T3,1-2L,2010-2014
DX67UGZ,13750.0,NISSAN,30800.0,2017.0,Diesel,Manual,Suv,1.5,T3,1-2L,2015-2019
KT09JEJ,3975.0,NISSAN,98500.0,2009.0,Petrol,Manual,Hatchback,1.6,T3,1-2L,<2010
NV13GVW,5990.0,NISSAN,89000.0,2013.0,Diesel,Manual,Suv,1.5,T3,1-2L,2010-2014
YD64AXT,6890.0,NISSAN,51000.0,2014.0,Diesel,Manual,Suv,1.5,T3,1-2L,2010-2014
YO17NHL,10250.0,NISSAN,40726.0,2017.0,Petrol,Automatic,Suv,1.6,T3,1-2L,2015-2019
VN65GUJ,7000.0,NISSAN,70870.0,2015.0,Petrol,Manual,Suv,1.2,T3,1-2L,2015-2019
MC17KJF,8900.0,NISSAN,28494.0,2017.0,Petrol,Manual,Suv,1.2,T3,1-2L,2015-2019
LG12KEJ,5432.0,NISSAN,95000.0,2012.0,Petrol,Manual,Suv,1.6,T3,1-2L,2010-2014
YG18VBV,14250.0,NISSAN,21557.0,2018.0,Petrol,Automatic,Suv,1.2,T3,1-2L,2015-2019
RF12MLZ,6495.0,NISSAN,99600.0,2012.0,Petrol,Automatic,Suv,2.0,T3,1-2L,2010-2014
PJ11NHO,5790.0,NISSAN,96000.0,2011.0,Petrol,Manual,Suv,2.0,T3,1-2L,2010-2014
GV16HBB,13390.0,NISSAN,31000.0,2016.0,Petrol,Automatic,Suv,1.2,T3,1-2L,2015-2019
BU63MXV,10499.0,NISSAN,71930.0,2013.0,Diesel,Automatic,Suv,2.0,T3,1-2L,2010-2014
CV61GOK,5890.0,NISSAN,63000.0,2011.0,Diesel,Manual,Suv,1.5,T3,1-2L,2010-2014
KE66VHM,14990.0,NISSAN,40000.0,2017.0,Diesel,Automatic,Suv,1.6,T3,1-2L,2015-2019
KS63YNT,3750.0,NISSAN,97000.0,2014.0,Petrol,Manual,Hatchback,1.2,T3,1-2L,2010-2014
BF05AKU,2990.0,MITSUBISHI,139000.0,2005.0,Diesel,Automatic,Suv,3.2,T2,>3L,<2010
VN61YUO,5490.0,NISSAN,73000.0,2011.0,Diesel,Manual,Suv,1.5,T3,1-2L,2010-2014
YF66SZK,6700.0,NISSAN,41750.0,2016.0,Diesel,Manual,Hatchback,1.5,T3,1-2L,2015-2019
OE18LYR,17990.0,MITSUBISHI,48000.0,2018.0,Hybrid,Automatic,Suv,2.0,T2,1-2L,2015-2019
MW62LHB,4795.0,NISSAN,33000.0,2013.0,Petrol,Automatic,Hatchback,1.2,T3,1-2L,2010-2014
NA15MKN,12950.0,NISSAN,43000.0,2015.0,Diesel,Manual,Suv,1.6,T3,1-2L,2015-2019
AE63HHT,6000.0,MITSUBISHI,7000.0,2013.0,Petrol,Automatic,Hatchback,1.2,T2,1-2L,2010-2014
NA10UUD,2899.0,NISSAN,58335.0,2010.0,Petrol,Manual,Hatchback,1.4,T3,1-2L,2010-2014
DS17VWT,18290.0,MITSUBISHI,31000.0,2017.0,Hybrid,Automatic,Suv,2.0,T2,1-2L,2015-2019
PE13VKK,3390.0,NISSAN,70000.0,2013.0,Petrol,Manual,Hatchback,1.4,T3,1-2L,2010-2014
YX67OBU,16000.0,MITSUBISHI,55950.0,2017.0,Hybrid,Automatic,Suv,2.0,T2,1-2L,2015-2019
VF11JAU,7895.0,MINI,76958.0,2011.0,Diesel,Automatic,Suv,2.0,T2,1-2L,2010-2014
WF03NLE,1390.0,MITSUBISHI,79000.0,2003.0,Petrol,Automatic,Hatchback,1.6,T2,1-2L,<2010
GJ09BKA,4490.0,MINI,90000.0,2009.0,Petrol,Manual,Convertible,1.6,T2,1-2L,<2010
DA07PPU,2995.0,MITSUBISHI,129000.0,2007.0,Diesel,Manual,Suv,2.0,T2,1-2L,<2010
YF62AFK,7000.0,MINI,79000.0,2012.0,Diesel,Automatic,Suv,2.0,T2,1-2L,2010-2014
LR12ZNO,5450.0,MINI,99091.0,2012.0,Petrol,Manual,Suv,1.6,T2,1-2L,2010-2014
HG62YRO,3599.0,MINI,105000.0,2013.0,Petrol,Manual,Hatchback,1.6,T2,1-2L,2010-2014
LL58KNA,3495.0,MINI,112000.0,2008.0,Petrol,Manual,Estate,1.6,T2,1-2L,<2010
GL12YOA,6495.0,MINI,25000.0,2012.0,Petrol,Manual,Hatchback,1.6,T2,1-2L,2010-2014
GF61KUV,5989.0,MINI,57000.0,2011.0,Petrol,Manual,Suv,1.6,T2,1-2L,2010-2014
MF54ZTY,2995.0,MINI,65000.0,2004.0,Petrol,Manual,Hatchback,1.6,T2,1-2L,<2010
LB10MZJ,3750.0,MINI,101000.0,2010.0,Petrol,Manual,Estate,1.6,T2,1-2L,2010-2014
FX69NXK,21500.0,MERCEDES,20241.0,2019.0,Petrol,Manual,Suv,1.6,T1,1-2L,2015-2019
OV68FMY,33995.0,MERCEDES,7500.0,2018.0,Petrol,Automatic,Suv,2.0,T1,1-2L,2015-2019
SG63FMC,11475.0,MERCEDES,46000.0,2013.0,Petrol,Manual,Coupe,1.6,T1,1-2L,2010-2014
CU16XRJ,21990.0,MERCEDES,42000.0,2016.0,Petrol,Automatic,Suv,2.0,T1,1-2L,2015-2019
WA18NVB,33000.0,MERCEDES,27763.0,2018.0,Diesel,Automatic,Suv,2.1,T1,2-3L,2015-2019
KE17JXR,11200.0,MERCEDES,106340.0,2017.0,Diesel,Manual,Estate,2.1,T1,2-3L,2015-2019
FG19WVT,33445.0,MERCEDES,12343.0,2019.0,Petrol,Automatic,Suv,2.0,T1,1-2L,2015-2019
EX67UOK,32500.0,MERCEDES,16222.0,2017.0,Diesel,Automatic,Suv,2.1,T1,2-3L,2015-2019
SK19UGB,25990.0,MERCEDES,18609.0,2019.0,Petrol,Automatic,Coupe,1.3,T1,1-2L,2015-2019
BL57RZC,4891.0,MERCEDES,85351.0,2007.0,Petrol,Automatic,Convertible,1.8,T1,1-2L,<2010
LM16JHF,13795.0,MERCEDES,79000.0,2016.0,Diesel,Automatic,Coupe,2.1,T1,2-3L,2015-2019
